MT2_b,MT2_l,MT2_r,MT2_u,MT2_11,MT2_12,MT2_13,MT2_14,MT2_15,MT2_16,MT2_17,MT2_21,MT2_22,MT2_23,MT2_24,MT2_25,MT2_26,MT2_27,MT2_31,MT2_32,MT2_33,MT2_34,MT2_35,MT2_36,MT2_37,MT2_41,MT2_42,MT2_43,MT2_44,MT2_45,MT2_46,MT2_47,MT2_51,MT2_52,MT2_53,MT2_54,MT2_55,MT2_56,MT2_57,MT2_61,MT2_62,MT2_63,MT2_64,MT2_65,MT2_66,MT2_67,MT2_71,MT2_72,MT2_73,MT2_74,MT2_75,MT2_76,MT2_77
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
