MT4_b,MT4_l,MT4_r,MT4_u,MT4_11,MT4_12,MT4_13,MT4_14,MT4_15,MT4_16,MT4_17,MT4_21,MT4_22,MT4_23,MT4_24,MT4_25,MT4_26,MT4_27,MT4_31,MT4_32,MT4_33,MT4_34,MT4_35,MT4_36,MT4_37,MT4_41,MT4_42,MT4_43,MT4_44,MT4_45,MT4_46,MT4_47,MT4_51,MT4_52,MT4_53,MT4_54,MT4_55,MT4_56,MT4_57,MT4_61,MT4_62,MT4_63,MT4_64,MT4_65,MT4_66,MT4_67,MT4_71,MT4_72,MT4_73,MT4_74,MT4_75,MT4_76,MT4_77
0.5202842972732165,0.9721868172612563,2.6020852139652106e-18,0.6648926302979558,6.938893903907228e-18,0.0,-1.1102230246251565e-16,-5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5314648103545511,0.0,0.006294331133311931,0.0,0.0,0.0,0.0,0.20704137625579716,0.021650046451864344,2.168404344971009e-19,0.0,0.0,0.0,-1.3877787807814457e-17,0.5725057291560537,0.18878511980791704,0.0,0.0,2.7755575615628914e-17,0.0,0.10108943180770852,0.0,0.26459906494680147,0.0,0.0,-6.245004513516506e-17,0.0,0.0,6.938893903907228e-18,0.0,0.0,0.0
