MT7_b,MT7_l,MT7_r,MT7_u,MT7_11,MT7_12,MT7_13,MT7_14,MT7_15,MT7_16,MT7_17,MT7_21,MT7_22,MT7_23,MT7_24,MT7_25,MT7_26,MT7_27,MT7_31,MT7_32,MT7_33,MT7_34,MT7_35,MT7_36,MT7_37,MT7_41,MT7_42,MT7_43,MT7_44,MT7_45,MT7_46,MT7_47,MT7_51,MT7_52,MT7_53,MT7_54,MT7_55,MT7_56,MT7_57,MT7_61,MT7_62,MT7_63,MT7_64,MT7_65,MT7_66,MT7_67,MT7_71,MT7_72,MT7_73,MT7_74,MT7_75,MT7_76,MT7_77
2.1784516020609194e-27,0.07826565468007092,1.3765408759979368e-27,0.00916849392192857,9.659118170106254e-26,1.822849158714278e-24,4.9209471320300815e-28,1.9661322801279487e-26,0.37298023723301765,6.360976142119373e-27,2.3854816416408666e-26,8.258826483025973e-24,6.621661150083889e-05,3.1762513772896123e-27,1.9844454672483611e-26,0.45143202803478155,5.23685800233673e-27,3.6943003158764235e-26,1.3745738364597685e-30,0.06924983486283676,1.3857244050925433e-28,2.717343356818243e-28,0.687594579936755,9.904932842080234e-27,1.0735217394194107e-25,1.1826650969796014e-29,0.010849564575548315,9.664332105236816e-28,1.8062344097315618e-28,1.4594775562390176e-28,3.1591968936485356e-28,4.115817065186345e-26,1.217624518441525e-29,0.14310798351275614,2.7569265143720093e-26,5.12926277919516e-27,6.998258641057628e-27,1.1873954643317657e-27,0.012822797426295551,1.6096744358524558e-27,0.049232972063666856,7.583221133536846e-26,8.564049772009159e-26,3.2101798073345415e-26,4.1904884894564826e-26,1.2649853002227755e-27,2.2354853887775152e-23,1.0078785867434748e-27,1.9629463486869232e-28,2.0908866360545468e-28,9.654941117484746e-28,1.4590806940500598e-27,2.125340404582388e-27
