MT7_b,MT7_l,MT7_r,MT7_u,MT7_11,MT7_12,MT7_13,MT7_14,MT7_15,MT7_16,MT7_17,MT7_21,MT7_22,MT7_23,MT7_24,MT7_25,MT7_26,MT7_27,MT7_31,MT7_32,MT7_33,MT7_34,MT7_35,MT7_36,MT7_37,MT7_41,MT7_42,MT7_43,MT7_44,MT7_45,MT7_46,MT7_47,MT7_51,MT7_52,MT7_53,MT7_54,MT7_55,MT7_56,MT7_57,MT7_61,MT7_62,MT7_63,MT7_64,MT7_65,MT7_66,MT7_67,MT7_71,MT7_72,MT7_73,MT7_74,MT7_75,MT7_76,MT7_77
0.04698177834015674,2.168404344971009e-19,0.0,0.43003065168039434,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,-2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.6007226791140322,0.07972865421762429,0.20142562124701385,-8.673617379884035e-18,0.0,0.0,0.8978672465379832,0.029630949288360145,0.3447596422702034,0.21995169915847085,0.0,0.0
