SamplePoint_ID SamplePointX SamplePointY SamplePointZ ColorR ColorG ColorB ColorA
PT_0640 -4.9720 0.5700 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0641 -4.9720 0.8830 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0642 -4.9720 1.1950 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0643 -4.9720 1.5080 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0644 -4.9720 1.8200 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0645 -4.9720 2.1330 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0646 -4.9720 2.4460 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0647 -4.9720 2.7580 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0648 -4.9720 0.2580 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0649 -4.9720 0.5700 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0650 -4.9720 0.8830 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0651 -4.9720 1.1950 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0652 -4.9720 1.5080 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0653 -4.9720 1.8200 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0654 -4.9720 2.1330 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0655 -4.9720 2.4460 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0656 -4.9720 2.7580 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0657 -4.9720 0.2580 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0658 -4.9720 0.5700 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0659 -4.9720 0.8830 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0660 -4.9720 1.1950 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0661 -4.9720 1.5080 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0662 -4.9720 1.8200 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0663 -4.9720 2.1330 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0664 -4.9720 2.4460 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0665 -4.9720 2.7580 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0666 -4.9720 0.2580 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0667 -4.9720 0.5700 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0668 -4.9720 0.8830 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0669 -4.9720 1.1950 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0670 -4.9720 1.5080 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0671 -4.9720 1.8200 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0672 -4.9720 2.1330 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0673 -4.9720 2.4460 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0674 -4.9720 2.7580 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0675 -4.9720 0.2580 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0676 -4.9720 0.5700 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0677 -4.9720 0.8830 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0678 -4.9720 1.1950 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0679 -4.9720 1.5080 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0680 -4.9720 1.8200 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0681 -4.9720 2.1330 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0682 -4.9720 2.4460 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0683 -4.9720 2.7580 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0684 -4.9720 0.2580 -9.4970 0.0000 0.0000 1.0000 1.0000
PT_0685 -4.9720 0.5700 -9.4970 0.0000 0.0000 1.0000 1.0000
PT_0686 -4.9720 0.8830 -9.4970 0.0000 0.0000 1.0000 1.0000
PT_0687 -4.9720 1.1950 -9.4970 0.0005 0.0000 0.9995 1.0000
PT_0688 -4.9720 1.5080 -9.4970 0.0751 0.0000 0.9249 1.0000
PT_0689 -4.9720 1.8200 -9.4970 0.0830 0.0000 0.9170 1.0000
PT_0690 -4.9720 2.1330 -9.4970 0.0232 0.0000 0.9768 1.0000
PT_0691 -4.9720 2.4460 -9.4970 0.0000 0.0000 1.0000 1.0000
PT_0692 -4.9720 2.7580 -9.4970 0.0000 0.0000 1.0000 1.0000
PT_0693 -4.9720 0.2580 -9.8250 0.0000 0.0000 1.0000 1.0000
PT_0694 -4.9720 0.5700 -9.8250 0.0000 0.0000 1.0000 1.0000
PT_0695 -4.9720 0.8830 -9.8250 0.0912 0.0000 0.9088 1.0000
PT_0696 -4.9720 1.1950 -9.8250 0.2461 0.0000 0.7539 1.0000
PT_0697 -4.9720 1.5080 -9.8250 0.3364 0.0000 0.6636 1.0000
PT_0698 -4.9720 1.8200 -9.8250 0.3461 0.0000 0.6539 1.0000
PT_0699 -4.9720 2.1330 -9.8250 0.2733 0.0000 0.7267 1.0000
PT_0700 -4.9720 2.4460 -9.8250 0.1312 0.0000 0.8688 1.0000
PT_0701 -4.9720 2.7580 -9.8250 0.0000 0.0000 1.0000 1.0000
PT_0702 -4.9720 0.2580 -10.1540 0.0000 0.0000 1.0000 1.0000
PT_0703 -4.9720 0.5700 -10.1540 0.0399 0.0000 0.9601 1.0000
PT_0704 -4.9720 0.8830 -10.1540 0.2661 0.0000 0.7339 1.0000
PT_0705 -4.9720 1.1950 -10.1540 0.4464 0.0000 0.5536 1.0000
PT_0706 -4.9720 1.5080 -10.1540 0.5556 0.0000 0.4444 1.0000
PT_0707 -4.9720 1.8200 -10.1540 0.5676 0.0000 0.4324 1.0000
PT_0708 -4.9720 2.1330 -10.1540 0.4790 0.0000 0.5210 1.0000
PT_0709 -4.9720 2.4460 -10.1540 0.3119 0.0000 0.6881 1.0000
PT_0710 -4.9720 2.7580 -10.1540 0.0949 0.0000 0.9051 1.0000
PT_0711 -4.8110 0.2580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0712 -4.8110 0.5700 -10.3180 0.1711 0.0000 0.8289 1.0000
PT_0713 -4.8110 0.8830 -10.3180 0.4245 0.0000 0.5755 1.0000
PT_0714 -4.8110 1.1950 -10.3180 0.6373 0.0000 0.3627 1.0000
PT_0715 -4.8110 1.5080 -10.3180 0.7747 0.0000 0.2253 1.0000
PT_0716 -4.8110 1.8200 -10.3180 0.7904 0.0000 0.2096 1.0000
PT_0717 -4.8110 2.1330 -10.3180 0.6774 0.0000 0.3226 1.0000
PT_0718 -4.8110 2.4460 -10.3180 0.4774 0.0000 0.5226 1.0000
PT_0719 -4.8110 2.7580 -10.3180 0.2317 0.0000 0.7683 1.0000
PT_0720 -4.4870 0.2580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0721 -4.4870 0.5700 -10.3180 0.2801 0.0000 0.7199 1.0000
PT_0722 -4.4870 0.8830 -10.3180 0.5626 0.0000 0.4374 1.0000
PT_0723 -4.4870 1.1950 -10.3180 0.8172 0.0000 0.1828 1.0000
PT_0724 -4.4870 1.5080 -10.3180 1.0000 0.0000 0.0000 1.0000
PT_0725 -4.4870 1.8200 -10.3180 1.0000 0.0000 0.0000 1.0000
PT_0726 -4.4870 2.1330 -10.3180 0.8686 0.0000 0.1314 1.0000
PT_0727 -4.4870 2.4460 -10.3180 0.6238 0.0000 0.3762 1.0000
PT_0728 -4.4870 2.7580 -10.3180 0.3465 0.0000 0.6535 1.0000
PT_0729 -4.1640 0.2580 -10.3180 0.0092 0.0000 0.9908 1.0000
PT_0730 -4.1640 0.5700 -10.3180 0.3084 0.0000 0.6916 1.0000
PT_0731 -4.1640 0.8830 -10.3180 0.5997 0.0000 0.4003 1.0000
PT_0732 -4.1640 1.1950 -10.3180 0.8691 0.0000 0.1309 1.0000
PT_0733 -4.1640 1.5080 -10.3180 1.0000 0.0000 0.0000 1.0000
PT_0734 -4.1640 1.8200 -10.3180 1.0000 0.0000 0.0000 1.0000
PT_0735 -4.1640 2.1330 -10.3180 0.9251 0.0000 0.0749 1.0000
PT_0736 -4.1640 2.4460 -10.3180 0.6636 0.0000 0.3364 1.0000
PT_0737 -4.1640 2.7580 -10.3180 0.3764 0.0000 0.6236 1.0000
PT_0738 -3.8400 0.2580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0739 -3.8400 0.5700 -10.3180 0.2505 0.0000 0.7495 1.0000
PT_0740 -3.8400 0.8830 -10.3180 0.5244 0.0000 0.4756 1.0000
PT_0741 -3.8400 1.1950 -10.3180 0.7656 0.0000 0.2344 1.0000
PT_0742 -3.8400 1.5080 -10.3180 0.9333 0.0000 0.0667 1.0000
PT_0743 -3.8400 1.8200 -10.3180 0.9535 0.0000 0.0465 1.0000
PT_0744 -3.8400 2.1330 -10.3180 0.8131 0.0000 0.1869 1.0000
PT_0745 -3.8400 2.4460 -10.3180 0.5831 0.0000 0.4169 1.0000
PT_0746 -3.8400 2.7580 -10.3180 0.3152 0.0000 0.6848 1.0000
PT_0747 -3.5170 0.2580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0748 -3.5170 0.5700 -10.3180 0.1176 0.0000 0.8824 1.0000
PT_0749 -3.5170 0.8830 -10.3180 0.3591 0.0000 0.6409 1.0000
PT_0750 -3.5170 1.1950 -10.3180 0.5571 0.0000 0.4429 1.0000
PT_0751 -3.5170 1.5080 -10.3180 0.6809 0.0000 0.3191 1.0000
PT_0752 -3.5170 1.8200 -10.3180 0.6947 0.0000 0.3053 1.0000
PT_0753 -3.5170 2.1330 -10.3180 0.5936 0.0000 0.4064 1.0000
PT_0754 -3.5170 2.4460 -10.3180 0.4089 0.0000 0.5911 1.0000
PT_0755 -3.5170 2.7580 -10.3180 0.1758 0.0000 0.8242 1.0000
PT_0756 -3.1930 0.2580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0757 -3.1930 0.5700 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0758 -3.1930 0.8830 -10.3180 0.1354 0.0000 0.8646 1.0000
PT_0759 -3.1930 1.1950 -10.3180 0.2960 0.0000 0.7040 1.0000
PT_0760 -3.1930 1.5080 -10.3180 0.3903 0.0000 0.6097 1.0000
PT_0761 -3.1930 1.8200 -10.3180 0.4005 0.0000 0.5995 1.0000
PT_0762 -3.1930 2.1330 -10.3180 0.3244 0.0000 0.6756 1.0000
PT_0763 -3.1930 2.4460 -10.3180 0.1767 0.0000 0.8233 1.0000
PT_0764 -3.1930 2.7580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0765 -2.8700 0.2580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0766 -2.8700 0.5700 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0767 -2.8700 0.8830 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0768 -2.8700 1.1950 -10.3180 0.0109 0.0000 0.9891 1.0000
PT_0769 -2.8700 1.5080 -10.3180 0.0861 0.0000 0.9139 1.0000
PT_0770 -2.8700 1.8200 -10.3180 0.0940 0.0000 0.9060 1.0000
PT_0771 -2.8700 2.1330 -10.3180 0.0338 0.0000 0.9662 1.0000
PT_0772 -2.8700 2.4460 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0773 -2.8700 2.7580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0774 -2.5460 0.2580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0775 -2.5460 0.5700 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0776 -2.5460 0.8830 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0777 -2.5460 1.1950 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0778 -2.5460 1.5080 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0779 -2.5460 1.8200 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0780 -2.5460 2.1330 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0781 -2.5460 2.4460 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0782 -2.5460 2.7580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0783 -2.2230 0.2580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0784 -2.2230 0.5700 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0785 -2.2230 0.8830 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0786 -2.2230 1.1950 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0787 -2.2230 1.5080 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0788 -2.2230 1.8200 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0789 -2.2230 2.1330 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0790 -2.2230 2.4460 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0791 -2.2230 2.7580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0792 -1.8990 0.2580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0793 -1.8990 0.5700 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0794 -1.8990 0.8830 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0795 -1.8990 1.1950 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0796 -1.8990 1.5080 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0797 -1.8990 1.8200 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0798 -1.8990 2.1330 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0799 -1.8990 2.4460 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0800 -1.8990 2.7580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0801 -1.5760 0.2580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0802 -1.5760 0.5700 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0803 -1.5760 0.8830 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0804 -1.5760 1.1950 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0805 -1.5760 1.5080 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0806 -1.5760 1.8200 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0807 -1.5760 2.1330 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0808 -1.5760 2.4460 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0809 -1.5760 2.7580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0810 -1.2520 0.2580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0811 -1.2520 0.5700 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0812 -1.2520 0.8830 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0813 -1.2520 1.1950 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0814 -1.2520 1.5080 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0815 -1.2520 1.8200 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0816 -1.2520 2.1330 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0817 -1.2520 2.4460 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0818 -1.2520 2.7580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0819 -0.9290 0.2580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0820 -0.9290 0.5700 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0821 -0.9290 0.8830 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0822 -0.9290 1.1950 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0823 -0.9290 1.5080 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0824 -0.9290 1.8200 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0825 -0.9290 2.1330 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0826 -0.9290 2.4460 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0827 -0.9290 2.7580 -10.3180 0.0000 0.0000 1.0000 1.0000
PT_0828 -0.7670 0.2580 -10.1540 0.0000 0.0000 1.0000 1.0000
PT_0829 -0.7670 0.5700 -10.1540 0.0000 0.0000 1.0000 1.0000
PT_0830 -0.7670 0.8830 -10.1540 0.0000 0.0000 1.0000 1.0000
PT_0831 -0.7670 1.1950 -10.1540 0.0000 0.0000 1.0000 1.0000
PT_0832 -0.7670 1.5080 -10.1540 0.0000 0.0000 1.0000 1.0000
PT_0833 -0.7670 1.8200 -10.1540 0.0000 0.0000 1.0000 1.0000
PT_0834 -0.7670 2.1330 -10.1540 0.0000 0.0000 1.0000 1.0000
PT_0835 -0.7670 2.4460 -10.1540 0.0000 0.0000 1.0000 1.0000
PT_0836 -0.7670 2.7580 -10.1540 0.0000 0.0000 1.0000 1.0000
PT_0837 -0.7670 0.2580 -9.8250 0.0000 0.0000 1.0000 1.0000
PT_0838 -0.7670 0.5700 -9.8250 0.0000 0.0000 1.0000 1.0000
PT_0839 -0.7670 0.8830 -9.8250 0.0000 0.0000 1.0000 1.0000
PT_0840 -0.7670 1.1950 -9.8250 0.0000 0.0000 1.0000 1.0000
PT_0841 -0.7670 1.5080 -9.8250 0.0000 0.0000 1.0000 1.0000
PT_0842 -0.7670 1.8200 -9.8250 0.0000 0.0000 1.0000 1.0000
PT_0843 -0.7670 2.1330 -9.8250 0.0000 0.0000 1.0000 1.0000
PT_0844 -0.7670 2.4460 -9.8250 0.0000 0.0000 1.0000 1.0000
PT_0845 -0.7670 2.7580 -9.8250 0.0000 0.0000 1.0000 1.0000
PT_0846 -0.7670 0.2580 -9.4970 0.0000 0.0000 1.0000 1.0000
PT_0847 -0.7670 0.5700 -9.4970 0.0000 0.0000 1.0000 1.0000
PT_0848 -0.7670 0.8830 -9.4970 0.0000 0.0000 1.0000 1.0000
PT_0849 -0.7670 1.1950 -9.4970 0.0000 0.0000 1.0000 1.0000
PT_0850 -0.7670 1.5080 -9.4970 0.0000 0.0000 1.0000 1.0000
PT_0851 -0.7670 1.8200 -9.4970 0.0000 0.0000 1.0000 1.0000
PT_0852 -0.7670 2.1330 -9.4970 0.0000 0.0000 1.0000 1.0000
PT_0853 -0.7670 2.4460 -9.4970 0.0000 0.0000 1.0000 1.0000
PT_0854 -0.7670 2.7580 -9.4970 0.0000 0.0000 1.0000 1.0000
PT_0855 -0.7670 0.2580 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0856 -0.7670 0.5700 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0857 -0.7670 0.8830 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0858 -0.7670 1.1950 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0859 -0.7670 1.5080 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0860 -0.7670 1.8200 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0861 -0.7670 2.1330 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0862 -0.7670 2.4460 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0863 -0.7670 2.7580 -9.1690 0.0000 0.0000 1.0000 1.0000
PT_0864 -0.7670 0.2580 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0865 -0.7670 0.5700 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0866 -0.7670 0.8830 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0867 -0.7670 1.1950 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0868 -0.7670 1.5080 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0869 -0.7670 1.8200 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0870 -0.7670 2.1330 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0871 -0.7670 2.4460 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0872 -0.7670 2.7580 -8.8410 0.0000 0.0000 1.0000 1.0000
PT_0873 -0.7670 0.2580 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0874 -0.7670 0.5700 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0875 -0.7670 0.8830 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0876 -0.7670 1.1950 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0877 -0.7670 1.5080 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0878 -0.7670 1.8200 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0879 -0.7670 2.1330 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0880 -0.7670 2.4460 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0881 -0.7670 2.7580 -8.5120 0.0000 0.0000 1.0000 1.0000
PT_0882 -0.7670 0.2580 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0883 -0.7670 0.5700 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0884 -0.7670 0.8830 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0885 -0.7670 1.1950 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0886 -0.7670 1.5080 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0887 -0.7670 1.8200 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0888 -0.7670 2.1330 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0889 -0.7670 2.4460 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0890 -0.7670 2.7580 -8.1840 0.0000 0.0000 1.0000 1.0000
PT_0891 -0.7670 0.2580 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0892 -0.7670 0.5700 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0893 -0.7670 0.8830 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0894 -0.7670 1.1950 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0895 -0.7670 1.5080 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0896 -0.7670 1.8200 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0897 -0.7670 2.1330 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0898 -0.7670 2.4460 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0899 -0.7670 2.7580 -7.8560 0.0000 0.0000 1.0000 1.0000
PT_0900 -0.7670 0.2580 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0901 -0.7670 0.5700 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0902 -0.7670 0.8830 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0903 -0.7670 1.1950 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0904 -0.7670 1.5080 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0905 -0.7670 1.8200 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0906 -0.7670 2.1330 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0907 -0.7670 2.4460 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0908 -0.7670 2.7580 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0909 -0.7670 0.2580 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0910 -0.7670 0.5700 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0911 -0.7670 0.8830 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0912 -0.7670 1.1950 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0913 -0.7670 1.5080 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0914 -0.7670 1.8200 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0915 -0.7670 2.1330 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0916 -0.7670 2.4460 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0917 -0.7670 2.7580 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0918 -0.7670 0.2580 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0919 -0.7670 0.5700 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0920 -0.7670 0.8830 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0921 -0.7670 1.1950 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0922 -0.7670 1.5080 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0923 -0.7670 1.8200 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0924 -0.7670 2.1330 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0925 -0.7670 2.4460 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0926 -0.7670 2.7580 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0927 -0.7670 0.2580 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0928 -0.7670 0.5700 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0929 -0.7670 0.8830 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0930 -0.7670 1.1950 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0931 -0.7670 1.5080 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0932 -0.7670 1.8200 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0933 -0.7670 2.1330 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0934 -0.7670 2.4460 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0935 -0.7670 2.7580 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0936 -0.7670 0.2580 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0937 -0.7670 0.5700 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0938 -0.7670 0.8830 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0939 -0.7670 1.1950 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0940 -0.7670 1.5080 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0941 -0.7670 1.8200 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0942 -0.7670 2.1330 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0943 -0.7670 2.4460 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0944 -0.7670 2.7580 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0945 -0.7670 0.2580 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0946 -0.7670 0.5700 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0947 -0.7670 0.8830 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0948 -0.7670 1.1950 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0949 -0.7670 1.5080 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0950 -0.7670 1.8200 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0951 -0.7670 2.1330 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0952 -0.7670 2.4460 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0953 -0.7670 2.7580 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0954 -0.7670 0.2580 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0955 -0.7670 0.5700 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0956 -0.7670 0.8830 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0957 -0.7670 1.1950 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0958 -0.7670 1.5080 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0959 -0.7670 1.8200 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0960 -0.7670 2.1330 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0961 -0.7670 2.4460 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0962 -0.7670 2.7580 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0963 -0.7670 0.2580 -5.2290 0.0000 0.0000 1.0000 1.0000
