SamplePoint_ID SamplePointX SamplePointY SamplePointZ ColorR ColorG ColorB ColorA
PT_0316 -0.9290 0.5700 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0317 -0.9290 0.8830 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0318 -0.9290 1.1950 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0319 -0.9290 1.5080 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0320 -0.9290 1.8200 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0321 -0.9290 2.1330 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0322 -0.9290 2.4460 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0323 -0.9290 2.7580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0324 -1.2520 0.2580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0325 -1.2520 0.5700 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0326 -1.2520 0.8830 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0327 -1.2520 1.1950 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0328 -1.2520 1.5080 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0329 -1.2520 1.8200 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0330 -1.2520 2.1330 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0331 -1.2520 2.4460 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0332 -1.2520 2.7580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0333 -1.5760 0.2580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0334 -1.5760 0.5700 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0335 -1.5760 0.8830 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0336 -1.5760 1.1950 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0337 -1.5760 1.5080 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0338 -1.5760 1.8200 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0339 -1.5760 2.1330 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0340 -1.5760 2.4460 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0341 -1.5760 2.7580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0342 -1.8990 0.2580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0343 -1.8990 0.5700 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0344 -1.8990 0.8830 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0345 -1.8990 1.1950 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0346 -1.8990 1.5080 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0347 -1.8990 1.8200 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0348 -1.8990 2.1330 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0349 -1.8990 2.4460 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0350 -1.8990 2.7580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0351 -2.2230 0.2580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0352 -2.2230 0.5700 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0353 -2.2230 0.8830 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0354 -2.2230 1.1950 -0.1400 0.0203 0.0000 0.9797 1.0000
PT_0355 -2.2230 1.5080 -0.1400 0.0280 0.0000 0.9720 1.0000
PT_0356 -2.2230 1.8200 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0357 -2.2230 2.1330 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0358 -2.2230 2.4460 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0359 -2.2230 2.7580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0360 -2.5460 0.2580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0361 -2.5460 0.5700 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0362 -2.5460 0.8830 -0.1400 0.1111 0.0000 0.8889 1.0000
PT_0363 -2.5460 1.1950 -0.1400 0.1919 0.0000 0.8081 1.0000
PT_0364 -2.5460 1.5080 -0.1400 0.2007 0.0000 0.7993 1.0000
PT_0365 -2.5460 1.8200 -0.1400 0.1360 0.0000 0.8640 1.0000
PT_0366 -2.5460 2.1330 -0.1400 0.0070 0.0000 0.9930 1.0000
PT_0367 -2.5460 2.4460 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0368 -2.5460 2.7580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0369 -2.8700 0.2580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0370 -2.8700 0.5700 -0.1400 0.0603 0.0000 0.9397 1.0000
PT_0371 -2.8700 0.8830 -0.1400 0.2121 0.0000 0.7879 1.0000
PT_0372 -2.8700 1.1950 -0.1400 0.2996 0.0000 0.7004 1.0000
PT_0373 -2.8700 1.5080 -0.1400 0.3092 0.0000 0.6908 1.0000
PT_0374 -2.8700 1.8200 -0.1400 0.2389 0.0000 0.7611 1.0000
PT_0375 -2.8700 2.1330 -0.1400 0.1005 0.0000 0.8995 1.0000
PT_0376 -2.8700 2.4460 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0377 -2.8700 2.7580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0378 -3.1930 0.2580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0379 -3.1930 0.5700 -0.1400 0.0814 0.0000 0.9186 1.0000
PT_0380 -3.1930 0.8830 -0.1400 0.2358 0.0000 0.7642 1.0000
PT_0381 -3.1930 1.1950 -0.1400 0.3250 0.0000 0.6750 1.0000
PT_0382 -3.1930 1.5080 -0.1400 0.3348 0.0000 0.6652 1.0000
PT_0383 -3.1930 1.8200 -0.1400 0.2631 0.0000 0.7369 1.0000
PT_0384 -3.1930 2.1330 -0.1400 0.1222 0.0000 0.8778 1.0000
PT_0385 -3.1930 2.4460 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0386 -3.1930 2.7580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0387 -3.5170 0.2580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0388 -3.5170 0.5700 -0.1400 0.0298 0.0000 0.9702 1.0000
PT_0389 -3.5170 0.8830 -0.1400 0.1781 0.0000 0.8219 1.0000
PT_0390 -3.5170 1.1950 -0.1400 0.2632 0.0000 0.7368 1.0000
PT_0391 -3.5170 1.5080 -0.1400 0.2725 0.0000 0.7275 1.0000
PT_0392 -3.5170 1.8200 -0.1400 0.2043 0.0000 0.7957 1.0000
PT_0393 -3.5170 2.1330 -0.1400 0.0691 0.0000 0.9309 1.0000
PT_0394 -3.5170 2.4460 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0395 -3.5170 2.7580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0396 -3.8400 0.2580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0397 -3.8400 0.5700 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0398 -3.8400 0.8830 -0.1400 0.0492 0.0000 0.9508 1.0000
PT_0399 -3.8400 1.1950 -0.1400 0.1263 0.0000 0.8737 1.0000
PT_0400 -3.8400 1.5080 -0.1400 0.1346 0.0000 0.8654 1.0000
PT_0401 -3.8400 1.8200 -0.1400 0.0729 0.0000 0.9271 1.0000
PT_0402 -3.8400 2.1330 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0403 -3.8400 2.4460 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0404 -3.8400 2.7580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0405 -4.1640 0.2580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0406 -4.1640 0.5700 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0407 -4.1640 0.8830 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0408 -4.1640 1.1950 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0409 -4.1640 1.5080 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0410 -4.1640 1.8200 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0411 -4.1640 2.1330 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0412 -4.1640 2.4460 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0413 -4.1640 2.7580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0414 -4.4870 0.2580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0415 -4.4870 0.5700 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0416 -4.4870 0.8830 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0417 -4.4870 1.1950 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0418 -4.4870 1.5080 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0419 -4.4870 1.8200 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0420 -4.4870 2.1330 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0421 -4.4870 2.4460 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0422 -4.4870 2.7580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0423 -4.8110 0.2580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0424 -4.8110 0.5700 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0425 -4.8110 0.8830 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0426 -4.8110 1.1950 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0427 -4.8110 1.5080 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0428 -4.8110 1.8200 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0429 -4.8110 2.1330 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0430 -4.8110 2.4460 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0431 -4.8110 2.7580 -0.1400 0.0000 0.0000 1.0000 1.0000
PT_0432 -4.9720 0.2580 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_0433 -4.9720 0.5700 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_0434 -4.9720 0.8830 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_0435 -4.9720 1.1950 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_0436 -4.9720 1.5080 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_0437 -4.9720 1.8200 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_0438 -4.9720 2.1330 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_0439 -4.9720 2.4460 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_0440 -4.9720 2.7580 -0.3040 0.0000 0.0000 1.0000 1.0000
PT_0441 -4.9720 0.2580 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_0442 -4.9720 0.5700 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_0443 -4.9720 0.8830 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_0444 -4.9720 1.1950 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_0445 -4.9720 1.5080 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_0446 -4.9720 1.8200 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_0447 -4.9720 2.1330 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_0448 -4.9720 2.4460 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_0449 -4.9720 2.7580 -0.6330 0.0000 0.0000 1.0000 1.0000
PT_0450 -4.9720 0.2580 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_0451 -4.9720 0.5700 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_0452 -4.9720 0.8830 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_0453 -4.9720 1.1950 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_0454 -4.9720 1.5080 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_0455 -4.9720 1.8200 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_0456 -4.9720 2.1330 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_0457 -4.9720 2.4460 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_0458 -4.9720 2.7580 -0.9610 0.0000 0.0000 1.0000 1.0000
PT_0459 -4.9720 0.2580 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_0460 -4.9720 0.5700 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_0461 -4.9720 0.8830 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_0462 -4.9720 1.1950 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_0463 -4.9720 1.5080 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_0464 -4.9720 1.8200 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_0465 -4.9720 2.1330 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_0466 -4.9720 2.4460 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_0467 -4.9720 2.7580 -1.2890 0.0000 0.0000 1.0000 1.0000
PT_0468 -4.9720 0.2580 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_0469 -4.9720 0.5700 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_0470 -4.9720 0.8830 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_0471 -4.9720 1.1950 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_0472 -4.9720 1.5080 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_0473 -4.9720 1.8200 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_0474 -4.9720 2.1330 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_0475 -4.9720 2.4460 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_0476 -4.9720 2.7580 -1.6180 0.0000 0.0000 1.0000 1.0000
PT_0477 -4.9720 0.2580 -1.9460 0.0000 0.0000 1.0000 1.0000
PT_0478 -4.9720 0.5700 -1.9460 0.0000 0.0000 1.0000 1.0000
PT_0479 -4.9720 0.8830 -1.9460 0.0000 0.0000 1.0000 1.0000
PT_0480 -4.9720 1.1950 -1.9460 0.0006 0.0000 0.9994 1.0000
PT_0481 -4.9720 1.5080 -1.9460 0.0000 0.0000 1.0000 1.0000
PT_0482 -4.9720 1.8200 -1.9460 0.0000 0.0000 1.0000 1.0000
PT_0483 -4.9720 2.1330 -1.9460 0.0000 0.0000 1.0000 1.0000
PT_0484 -4.9720 2.4460 -1.9460 0.0000 0.0000 1.0000 1.0000
PT_0485 -4.9720 2.7580 -1.9460 0.0000 0.0000 1.0000 1.0000
PT_0486 -4.9720 0.2580 -2.2740 0.0000 0.0000 1.0000 1.0000
PT_0487 -4.9720 0.5700 -2.2740 0.0000 0.0000 1.0000 1.0000
PT_0488 -4.9720 0.8830 -2.2740 0.0872 0.0000 0.9128 1.0000
PT_0489 -4.9720 1.1950 -2.2740 0.1415 0.0000 0.8585 1.0000
PT_0490 -4.9720 1.5080 -2.2740 0.1251 0.0000 0.8749 1.0000
PT_0491 -4.9720 1.8200 -2.2740 0.0406 0.0000 0.9594 1.0000
PT_0492 -4.9720 2.1330 -2.2740 0.0000 0.0000 1.0000 1.0000
PT_0493 -4.9720 2.4460 -2.2740 0.0000 0.0000 1.0000 1.0000
PT_0494 -4.9720 2.7580 -2.2740 0.0000 0.0000 1.0000 1.0000
PT_0495 -4.9720 0.2580 -2.6030 0.0000 0.0000 1.0000 1.0000
PT_0496 -4.9720 0.5700 -2.6030 0.0322 0.0000 0.9678 1.0000
PT_0497 -4.9720 0.8830 -2.6030 0.1553 0.0000 0.8447 1.0000
PT_0498 -4.9720 1.1950 -2.6030 0.2125 0.0000 0.7875 1.0000
PT_0499 -4.9720 1.5080 -2.6030 0.1952 0.0000 0.8048 1.0000
PT_0500 -4.9720 1.8200 -2.6030 0.1064 0.0000 0.8936 1.0000
PT_0501 -4.9720 2.1330 -2.6030 0.0000 0.0000 1.0000 1.0000
PT_0502 -4.9720 2.4460 -2.6030 0.0000 0.0000 1.0000 1.0000
PT_0503 -4.9720 2.7580 -2.6030 0.0000 0.0000 1.0000 1.0000
PT_0504 -4.9720 0.2580 -2.9310 0.0000 0.0000 1.0000 1.0000
PT_0505 -4.9720 0.5700 -2.9310 0.0226 0.0000 0.9774 1.0000
PT_0506 -4.9720 0.8830 -2.9310 0.1449 0.0000 0.8551 1.0000
PT_0507 -4.9720 1.1950 -2.9310 0.2016 0.0000 0.7984 1.0000
PT_0508 -4.9720 1.5080 -2.9310 0.1844 0.0000 0.8156 1.0000
PT_0509 -4.9720 1.8200 -2.9310 0.0963 0.0000 0.9037 1.0000
PT_0510 -4.9720 2.1330 -2.9310 0.0000 0.0000 1.0000 1.0000
PT_0511 -4.9720 2.4460 -2.9310 0.0000 0.0000 1.0000 1.0000
PT_0512 -4.9720 2.7580 -2.9310 0.0000 0.0000 1.0000 1.0000
PT_0513 -4.9720 0.2580 -3.2590 0.0000 0.0000 1.0000 1.0000
PT_0514 -4.9720 0.5700 -3.2590 0.0000 0.0000 1.0000 1.0000
PT_0515 -4.9720 0.8830 -3.2590 0.0579 0.0000 0.9421 1.0000
PT_0516 -4.9720 1.1950 -3.2590 0.1110 0.0000 0.8890 1.0000
PT_0517 -4.9720 1.5080 -3.2590 0.0950 0.0000 0.9050 1.0000
PT_0518 -4.9720 1.8200 -3.2590 0.0122 0.0000 0.9878 1.0000
PT_0519 -4.9720 2.1330 -3.2590 0.0000 0.0000 1.0000 1.0000
PT_0520 -4.9720 2.4460 -3.2590 0.0000 0.0000 1.0000 1.0000
PT_0521 -4.9720 2.7580 -3.2590 0.0000 0.0000 1.0000 1.0000
PT_0522 -4.9720 0.2580 -3.5880 0.0000 0.0000 1.0000 1.0000
PT_0523 -4.9720 0.5700 -3.5880 0.0000 0.0000 1.0000 1.0000
PT_0524 -4.9720 0.8830 -3.5880 0.0000 0.0000 1.0000 1.0000
PT_0525 -4.9720 1.1950 -3.5880 0.0000 0.0000 1.0000 1.0000
PT_0526 -4.9720 1.5080 -3.5880 0.0000 0.0000 1.0000 1.0000
PT_0527 -4.9720 1.8200 -3.5880 0.0000 0.0000 1.0000 1.0000
PT_0528 -4.9720 2.1330 -3.5880 0.0000 0.0000 1.0000 1.0000
PT_0529 -4.9720 2.4460 -3.5880 0.0000 0.0000 1.0000 1.0000
PT_0530 -4.9720 2.7580 -3.5880 0.0000 0.0000 1.0000 1.0000
PT_0531 -4.9720 0.2580 -3.9160 0.0000 0.0000 1.0000 1.0000
PT_0532 -4.9720 0.5700 -3.9160 0.0000 0.0000 1.0000 1.0000
PT_0533 -4.9720 0.8830 -3.9160 0.0000 0.0000 1.0000 1.0000
PT_0534 -4.9720 1.1950 -3.9160 0.0000 0.0000 1.0000 1.0000
PT_0535 -4.9720 1.5080 -3.9160 0.0000 0.0000 1.0000 1.0000
PT_0536 -4.9720 1.8200 -3.9160 0.0000 0.0000 1.0000 1.0000
PT_0537 -4.9720 2.1330 -3.9160 0.0000 0.0000 1.0000 1.0000
PT_0538 -4.9720 2.4460 -3.9160 0.0000 0.0000 1.0000 1.0000
PT_0539 -4.9720 2.7580 -3.9160 0.0000 0.0000 1.0000 1.0000
PT_0540 -4.9720 0.2580 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0541 -4.9720 0.5700 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0542 -4.9720 0.8830 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0543 -4.9720 1.1950 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0544 -4.9720 1.5080 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0545 -4.9720 1.8200 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0546 -4.9720 2.1330 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0547 -4.9720 2.4460 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0548 -4.9720 2.7580 -4.2440 0.0000 0.0000 1.0000 1.0000
PT_0549 -4.9720 0.2580 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0550 -4.9720 0.5700 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0551 -4.9720 0.8830 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0552 -4.9720 1.1950 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0553 -4.9720 1.5080 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0554 -4.9720 1.8200 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0555 -4.9720 2.1330 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0556 -4.9720 2.4460 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0557 -4.9720 2.7580 -4.5720 0.0000 0.0000 1.0000 1.0000
PT_0558 -4.9720 0.2580 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0559 -4.9720 0.5700 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0560 -4.9720 0.8830 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0561 -4.9720 1.1950 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0562 -4.9720 1.5080 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0563 -4.9720 1.8200 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0564 -4.9720 2.1330 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0565 -4.9720 2.4460 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0566 -4.9720 2.7580 -4.9010 0.0000 0.0000 1.0000 1.0000
PT_0567 -4.9720 0.2580 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0568 -4.9720 0.5700 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0569 -4.9720 0.8830 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0570 -4.9720 1.1950 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0571 -4.9720 1.5080 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0572 -4.9720 1.8200 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0573 -4.9720 2.1330 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0574 -4.9720 2.4460 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0575 -4.9720 2.7580 -5.2290 0.0000 0.0000 1.0000 1.0000
PT_0576 -4.9720 0.2580 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0577 -4.9720 0.5700 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0578 -4.9720 0.8830 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0579 -4.9720 1.1950 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0580 -4.9720 1.5080 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0581 -4.9720 1.8200 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0582 -4.9720 2.1330 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0583 -4.9720 2.4460 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0584 -4.9720 2.7580 -5.5570 0.0000 0.0000 1.0000 1.0000
PT_0585 -4.9720 0.2580 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0586 -4.9720 0.5700 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0587 -4.9720 0.8830 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0588 -4.9720 1.1950 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0589 -4.9720 1.5080 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0590 -4.9720 1.8200 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0591 -4.9720 2.1330 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0592 -4.9720 2.4460 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0593 -4.9720 2.7580 -5.8860 0.0000 0.0000 1.0000 1.0000
PT_0594 -4.9720 0.2580 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0595 -4.9720 0.5700 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0596 -4.9720 0.8830 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0597 -4.9720 1.1950 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0598 -4.9720 1.5080 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0599 -4.9720 1.8200 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0600 -4.9720 2.1330 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0601 -4.9720 2.4460 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0602 -4.9720 2.7580 -6.2140 0.0000 0.0000 1.0000 1.0000
PT_0603 -4.9720 0.2580 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0604 -4.9720 0.5700 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0605 -4.9720 0.8830 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0606 -4.9720 1.1950 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0607 -4.9720 1.5080 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0608 -4.9720 1.8200 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0609 -4.9720 2.1330 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0610 -4.9720 2.4460 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0611 -4.9720 2.7580 -6.5420 0.0000 0.0000 1.0000 1.0000
PT_0612 -4.9720 0.2580 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0613 -4.9720 0.5700 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0614 -4.9720 0.8830 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0615 -4.9720 1.1950 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0616 -4.9720 1.5080 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0617 -4.9720 1.8200 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0618 -4.9720 2.1330 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0619 -4.9720 2.4460 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0620 -4.9720 2.7580 -6.8710 0.0000 0.0000 1.0000 1.0000
PT_0621 -4.9720 0.2580 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0622 -4.9720 0.5700 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0623 -4.9720 0.8830 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0624 -4.9720 1.1950 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0625 -4.9720 1.5080 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0626 -4.9720 1.8200 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0627 -4.9720 2.1330 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0628 -4.9720 2.4460 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0629 -4.9720 2.7580 -7.1990 0.0000 0.0000 1.0000 1.0000
PT_0630 -4.9720 0.2580 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0631 -4.9720 0.5700 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0632 -4.9720 0.8830 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0633 -4.9720 1.1950 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0634 -4.9720 1.5080 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0635 -4.9720 1.8200 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0636 -4.9720 2.1330 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0637 -4.9720 2.4460 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0638 -4.9720 2.7580 -7.5270 0.0000 0.0000 1.0000 1.0000
PT_0639 -4.9720 0.2580 -7.8560 0.0000 0.0000 1.0000 1.0000
